nomoffre;type;typehabitation;adresse1;adresse1suite;adresse2;adresse3;codepostal;commune;cedex;codeinseecommune;latitude;longitude;acces;commmob;commtel;commfax;commmail;commweb;videosurl;plateformeurl;spvideosembed;tripadwidget;animauxacceptes;animauxinfo;labeltourismehandicap;spaccessibilite;spaccueilveloitineraire;equipements;confortimmobilier;confortmobilier;labels;labelsclassement;categorie;capacitenbchambres;capacitenbchambresmobreduite;capacitenbhebergements;capacitenbpersonnes;capacitesurface;services;languesparleesaccueil;ouverturealannee;ouverturegranule;resadirecte;resaenligneouinon;resaenligne;resaagence;tarifs;modepaiement;localisation;departement
Chambres d'hôtes le Fer à cheval;Chambres d'hôtes;Maison;;;1 Rue du Val de Maine;;49220;MONTREUIL-SUR-MAINE;;49217;47.6495;-0.69643;;06 81 74 09 78;;;;;;;;;non;;;non;;WiFi;"Entrée indépendante;Sanitaires privés";Equipement bébé;;;;2;0;1;6;;;Français;non;15/03/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Monsieur et Madame Bellier-Pottier ||06 81 74 09 78||m-f.pottier@wanadoo.fr;;;;"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||65,00||75,00||Chambre Isle Briand (jusqu'à 2 personnes) : 65€ pour 2 pers;Chambre le Pin au Haras (jusqu'à 4 personnes) : 75€ pour 2 pers,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||60,00||70,00||Chambre Isle Briand (jusqu'à 2 personnes) : 60€ pour 1 pers;Chambre le Pin au Haras (jusqu'à 4 personnes) : 70€ pour 1 pers,Taxe de séjour / nuit / pers||0,50||0,50||Taxe appliquée toute l'année";;47.6495,-0.69643;Maine-et-Loire
Gite La Joyeuse Cousinade;Meublés;Maison;;;1 voie Médiévale;;49390;MOULIHERNE;;49221;47.468059;0.018767;;;07 82 17 86 44;;;https://www.lajoyeusecousinade.com/;;||https://www.facebook.com/lajoyeusecousinade,||https://www.instagram.com/lajoyeusecousinade/;;;non;;;non;;Borne de recharge pour véhicules électriques,Local Vélo,Parc/jardin,Piscine,WiFi;"Jardin indépendant;Local vélo;Parking;Terrain clos;Toilettes séparées";Micro ondes,Lave linge,Lave vaisselle,Sèche linge;;;Non classé;17;;;35;420;Option nettoyage;"Anglais;Espagnol;Français";;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;||||||Séminaire 1 nuit en semaine,||||||Pour 7 nuits. Vacances scolaires estivales;Virement;47.468059,0.018767;Maine-et-Loire
Gite Le Clos des Marronniers;Meublés;;;;10 allée des Marronniers;;49680;NEUILLE;;49224;47.342059;-0.034933;;;06 68 60 14 80;;;;;;;;non;;;non;;Local Vélo,Parc/jardin,Piscine,Piscine couverte,WiFi;"Local vélo;Parking";Equipement bébé;;;3 étoiles;3;;;6;100;Location de draps,Option nettoyage;Français;oui;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;"Chèques bancaires et postaux;Espèces;Virement";47.342059,-0.034933;Maine-et-Loire
CHAMBRE D'HÔTES LA BRIDANIÈRE;Chambres d'hôtes;Maison;;;10 chemin des planches;Beaufort en Vallée;49250;BEAUFORT-EN-ANJOU;;49021;47.4554611;-0.2261834;;06 76 27 25 16;;;;http://www.labridanierechambresdhotes.com/;https://youtu.be/uBG1EvoB4P4;;"<iframe width=""900"" height=""506"" src=""https://www.youtube.com/embed/uBG1EvoB4P4?list=PLla1LKX3QasyoL0gvJRzPupZ9Jp3xOe8w"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;oui;;;non;;WiFi;;Equipement bébé;;;;3;;1;8;;;Français;non;01/01/2024||31/12/2024||||fermé du 14 au 27/10 et du 24 au 31/12||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||22/12/2025||||fermé du 22/122025 au 04/01/2026||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||75,00||||personne supplémentaire : 25€;;47.4554611,-0.2261834;Maine-et-Loire
Chambre aux cerfs-volants 1;Chambres d'hôtes;Maison;;;10 Le Grand Belland;;44850;MOUZEIL;;44107;47.422277;-1.326503;;06 31 82 73 16;;;;https://www.airbnb.fr/rooms/37909127?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1020508668&search_mode=regular_search&check_in=2024-08-24&check_out=2024-08-25&source_impression_id=p3;;;;;non;;;non;;Parc/jardin,WiFi;"Jardin indépendant;Local vélo;Parking;Sanitaires privés;Toilettes séparées";;;;;1;0;1;2;;Fourniture de draps (gratuit),Fourniture de linge (gratuit);Anglais;oui;;Yannick Le Déroff||06 31 82 73 16||;oui;Airbnb||https://www.airbnb.fr/rooms/37909127?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1020508668&search_mode=regular_search&check_in=2024-08-24&check_out=2024-08-25&source_impression_id=p3||||||;;Nuitée (meublé)||||||Tarif pour 2 personnes. Possibilité de prendre un petit déjeuner en option.;Espèces;47.422277,-1.326503;Loire-Atlantique
L'ÉVASION LOFT;Chambres d'hôtes;Maison;;;10 Rue des Pierres Giraud;;44260;PRINQUIAU;;44137;47.3691244;-2.0234844;;06 33 13 49 83;;;;https://levasion-loft.fr/;;;;;;;;non;;Espace bien-être,WiFi;"Entrée indépendante;Parking;Sanitaires privés";;;;Non classé;3;;;8;;;Français;;;||06 33 13 49 83||contact@levasion-loft.fr;;;;;;47.3691244,-2.0234844;Loire-Atlantique
GITE DE PEPE;Meublés;Maison;;;10 Rue du Bois Janvier;;53110;LASSAY-LES-CHATEAUX;;53127;48.44037;-0.4991;;;;;;;;;;;oui;;;non;;WiFi;"Entrée indépendante;Jardin indépendant;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Micro ondes,Lave linge,Lave vaisselle;;;Non classé;2;;1;6;70;Fourniture de draps (gratuit);;oui;;;oui;Airbnb||https://fr.airbnb.be/rooms/1224421044191171755||||||;;;;48.44037,-0.4991;Mayenne
LES LOGIS DU FORGERON;Meublés;Maison;;;10 Ter Chemin des Ragots;;49320;LES GARENNES SUR LOIRE;;49167;47.3955043;-0.4491323;;06 11 89 68 56;;;;https://www.leslogisduforgeron.com/;;Facebook||https://www.facebook.com/Leslogisduforgeron/,||https://www.linkedin.com/company/au-bord-de-la-piscine-au-sud-d-angers/;;;non;Sauf les chiens d'assistance avec document;;non;;Parc/jardin,Piscine,WiFi;"Entrée indépendante;Parking;Terrain clos;Terrasse / Balcon;Toilettes séparées";Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;;7;;4;15;200;Fourniture de draps (gratuit),Fourniture de linge (gratuit);Français;oui;01/01/2024||30/12/2024||||fermé le 31 decembre||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||fermé le 31 decembre||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;Logis||https://www.leslogisduforgeron.com/||||06 11 89 68 56||leslogisduforgeron@gmail.com;;"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||80,00||140,00||Le Poinçon,; Gîte  avec 1 chambre ,;reservable à la nuitée;Tarif semaine   80€/nuit/personne;Tarif weekend 100€;Supplément 20€/Personne supplémentaire ;1 canapés lit dans le séjour;petit déjeuner à la demande,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||180,00||240,00||La Bigorne, Gîte, 3 chambres, capacité de 6 personnes;(2 nuits minimum);Tarif par nuit semaine 180€/nuit;Tarif weekend 240/nuit ;réservation pour 3 chambres minimum;Tarif  240€/nuit;petit déjeuner à la demande;,Taxe de séjour / nuit / pers||1,96||2,00||Taxe de séjour;2,5% du prix de vente plafonné à 2€/nuit/personne,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||120,00||160,00||L'Enclume, Gîte 2 chambres capacité de 4 personnes ;( 2 nuits minimum) Tarif semaine 120€/nuit ouvert à la réservation pour les 2 chambres;Tarif weekend 160€ /nuit;petit déjeuner à la demande,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||80,00||120,00||L'Estampe,;Gîte 1 chambre, capacité de 2 personnes ;Tarif semaine 80€/nuit  pour 1 personne;Tarif weekend 100€;supplément 20€ pour la deuxième personne;petit déjeuner à la demande";"Cartes bancaires;Espèces;Virement";47.3955043,-0.4491323;Maine-et-Loire
MEUBLÉ DE TOURISME ESPRIT COTTAGE;Meublés;Maison;;;107 Place Saint-Martin;;53640;MONTREUIL-POULAY;;53160;48.38253;-0.52413;;;09 81 44 81 30;;;https://www.airbnb.fr/rooms/4401885?_set_bev_on_new_domain=1626094048_ZmRjNGY1ZjUwM2M0&source_impression_id=p3_1626189172_Wjm0jT9pfe%2FXeR%2Bk;;;;;;;;non;;Climatisation,Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Toilettes séparées";Cheminée,Micro ondes,Lave linge;;;Non classé;1;;1;4;;Fourniture de draps (gratuit),Fourniture de linge (gratuit);;non;;;;;;;;48.38253,-0.52413;Mayenne
Les 4 Vents;Chambres d'hôtes;;;;11 Avenue Hector Berlioz;;44500;LA BAULE-ESCOUBLAC;;44055;47.278908;-2.369166;;+33686433990;;;;;;;;;non;;;non;;WiFi;"Terrain clos;Terrasse / Balcon";;;;;2;;;4;58;;;;;||+33686433990||;oui;Gîtes de France||https://www.gites-de-france-loire-atlantique.com/fr/location/chambres-hotes-la-baule-les-4-vents-h44h015700||||02 51 72 95 65||info@gites-de-france-44.fr;;1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||170,00||170,00||,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||180,00||180,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.278908,-2.369166;Loire-Atlantique
GÎTE LES HORTENSIAS - 2;Meublés;Appartement;;;11 Rue de Couterne;;53110;LASSAY-LES-CHATEAUX;;53127;48.44044;-0.49168;;06 29 87 32 50;;;;;;;;;;;;non;;WiFi;"Entrée indépendante;Jardin indépendant";Micro ondes;;;Non classé;2;;1;7;60;Fourniture de draps (gratuit),Fourniture de linge (gratuit);;oui;;;oui;Airbnb||https://www.airbnb.fr/rooms/54177228?source_impression_id=p3_1648559304_nxlIZ8HFuXDMYoMo||||||;;;;48.44044,-0.49168;Mayenne
Gîte le relais de l'Hermitage;Meublés;Maison;;;11 rue de l'Hermitage;Le Louroux-Béconnais;49370;VAL D'ERDRE-AUXENCE;;49183;47.5212081;-0.8789933;;;;;;;;Facebook||https://www.facebook.com/Logis-de-lHermitage-1968009540091192/;;;oui;Un complément peut être demandé pour les animaux;;non;;Parc/jardin,Plan d'eau,WiFi;"Entrée indépendante;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;3 étoiles;1;0;1;2;40;Fourniture de draps (gratuit),Location de linge,Location/prêt de vélo,Option nettoyage;"Anglais;Français";oui;21/12/2023||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;Madame et Monsieur Brigitte et Guy Ferron||06 73 44 59 61||brigitte.ferron@gmail.com;oui;Airbnb||https://www.airbnb.fr/rooms/11914210?source_impression_id=p3_1592656331_g57R9Gre73SzW7Qf&guests=1&adults=1||||06 73 44 59 61||brigitte.ferron@gmail.com;;Semaine (meublé)||210,00||250,00||,Week-end (meublé)||110,00||110,00||,Mid-week (meublés)||120,00||150,00||,Taxe de séjour / nuit / pers||0,70||0,70||Taxe de séjour appliquée du 1er janvier au 31 décembre;"Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement";47.5212081,-0.8789933;Maine-et-Loire
Gîte Au bord de loire;Meublés;;;;11 Rue du Champ de Foire;;49123;INGRANDES-LE FRESNE SUR LOIRE;;49160;47.40468;-0.92122;;06 85 84 74 09;;;;;;;;;;;;non;;;;;;;;;;;;;;;;;||06 85 84 74 09||fpivert@orange.fr;;;;1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||||||minimum 4 nuits;;47.40468,-0.92122;Maine-et-Loire
Gite du Pré Prétreau;Meublés;Maison;;;11 rue Pré du Camp;Doué-la-Fontaine;49700;DOUE-EN-ANJOU;;49125;47.19137;-0.27403;;;02 44 27 10 51;;;;;;;;non;;;non;;Local Vélo,Parc/jardin;"Entrée indépendante;Jardin indépendant;Local vélo;Terrain clos;Toilettes séparées";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;Gîtes de France;3 épis (Gîtes de France);3 étoiles;1;;;2;54;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit);Français;;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;||https://www.gites-de-france.com/fr/pays-de-la-loire/maine-et-loire/pre-pretreau-h49g014965||||||;;||||||Par adulte par nuit.;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances";47.19137,-0.27403;Maine-et-Loire
Chambre d'hôtes Le Patio Angevin;Chambres d'hôtes;Maison;;;11 rue Saint Lazare;;49100;ANGERS;;49007;47.47942;-0.56558;;06 31 45 88 57;;;;http://www.lepatioangevin.fr;;;;;oui;;;non;;WiFi;Entrée indépendante;;Chambre d'hôtes référence;;;1;;;3;;;"Anglais;Espagnol;Français";;21/01/2024||15/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,20/01/2025||14/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||84,00||89,00||,||89,00||104,00||;"Chèques bancaires et postaux;Espèces";47.47942,-0.56558;Maine-et-Loire
GITE CHEZ MARIE-JO;Meublés;;;;11 Villauger;;44590;SION-LES-MINES;;44197;47.75773;-1.61735;;06 07 67 62 30;02 40 43 61 08;;;https://www.chezmariejo.net/;;;;;;;;non;;WiFi;;Lave linge;;;;2;;1;4;;Location/prêt de vélo;;;;;;;;Nuitée (meublé)||100,00||||,Semaine (meublé)||700,00||||(-10% à partir de 7 nuits);;47.75773,-1.61735;Loire-Atlantique
Gites La Ferme du Bellay – Gite Côté Jardin;Meublés;Maison;;;113 route de Coulon;;49260;MONTREUIL-BELLAY;;49215;47.110322;-0.144466;;;02 41 52 46 45;;;https://www.lafermedubellay.fr/;;||https://www.facebook.com/gitesrurauxlafermedubellay/,||https://maps.google.com/?cid=17344770428263547233,||https://www.instagram.com/giteslafermedubellay/;;;non;;;non;;Local Vélo,Parc/jardin,WiFi;"Entrée indépendante;Jardin indépendant;Local vélo;Parking;Plain Pied;Terrain clos";Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;3 étoiles;1;;;2;35;Location de draps,Location de linge,Location/prêt de vélo,Option nettoyage,Nettoyage (gratuit);"Anglais;Français";oui;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;||320,00||370,00||Sont inclus dans le tarif : eau, wifi, électricité dont chauffage.,||1,36||1,36||Taxe de séjour en plus par adulte et par nuitée,||34,00||34,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.110322,-0.144466;Maine-et-Loire
MEUBLÉ L’ATYPIQUE;Meublés;Maison;;;12 Rue Jules Ferry;;53100;MAYENNE;;53147;48.30211;-0.62122;;06 14 09 52 98;;;;;;;;;oui;;;non;;WiFi;"Sanitaires privés;Toilettes séparées";Micro ondes,Lave linge,Lave vaisselle,Sèche linge;;;Non classé;1;0;1;4;;Fourniture de draps (gratuit),Fourniture de linge (gratuit);;oui;;;oui;Airbnb||https://www.airbnb.fr/rooms/963101631950678232||||||;;;;48.30211,-0.62122;Mayenne
Les Gites de Doué-la-Fontaine - L'Imprévu et Le Riez;Village locatif;;;;1285 route de Montreuil;Doué-la-Fontaine;49700;DOUE-EN-ANJOU;;49125;47.188073;-0.260431;;;06 17 81 63 58;;;https://gites-douelafontaine.fr/;;;;;non;;;non;;Parc/jardin,Piscine,Piscine couverte;"Parking;Terrain clos;Toilettes séparées";Equipement bébé,Micro ondes,Lave linge;Gîtes de France;3 épis (Gîtes de France);3 étoiles;6;;;12;;Location de draps,Location de linge;"Anglais;Français";;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;||https://gites-douelafontaine.fr/reservations-disponibilites/||||||;;;"Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.188073,-0.260431;Maine-et-Loire
Gîte La Bergerie;Meublés;Maison;;;13 Rue de la Suze;;72330;CERANS-FOULLETOURTE;;72051;47.825832;0.07102;;;02 43 23 84 61;;;https://www.gites-de-france-sarthe.com/fr/location/locations-gites-cerans-foulletourte-le-gite-de-la-bergerie-h72g020131;;;;;non;;;non;;Climatisation,WiFi;Parking;Equipement bébé,Micro ondes,Lave vaisselle;Gîtes de France;3 épis (Gîtes de France);3 étoiles;1;;;2;50;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo;Français;;;;oui;Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f119279_fr-.aspx||||||;;Nuitée (meublé)||43,00||800,00||,Semaine (meublé)||391,00||800,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement";47.825832,0.07102;Sarthe
MAISON D'HÔTES SAINT GILDAS;Chambres d'hôtes;Maison;;;13 rue du Général Leclerc;Beaufort en Vallée;49250;BEAUFORT-EN-ANJOU;;49021;47.44084;-0.22015;;06 47 62 13 60;;;;;;;;;non;;;non;;Parc/jardin,Piscine couverte,WiFi;"Jardin indépendant;Sanitaires privés;Terrain clos;Toilettes séparées";;Chambre d'hôtes référence;;;3;;1;6;;Fourniture de draps (gratuit),Tables d'hôtes;"Anglais;Français";oui;01/01/2024||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||84,00||90,00||,Table d'hôtes||18,00||||12€ pour les enfants -10 ans (gratuit pour les -3 ans);"Cartes bancaires;Chèques bancaires et postaux;Espèces";47.44084,-0.22015;Maine-et-Loire
LE NID DE MAZEROLLES;Meublés;Maison;;;131 Route du Lavoir;;44240;SUCE-SUR-ERDRE;;44201;47.36965;-1.50899;;07 84 17 97 77;;;;;;;;;non;;;non;;Parc/jardin,Tennis,WiFi;"Entrée indépendante;Garage;Jardin indépendant;Local vélo;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées";Cheminée,Micro ondes,Lave linge,Lave vaisselle,Sèche linge;;;Non classé;5;;1;13;260;Fourniture de draps (gratuit),Fourniture de linge (gratuit);"Anglais;Français";;;;oui;Airbnb||https://www.airbnb.fr/rooms/867962180471119802?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-20&check_out=2023-09-25&source_impression_id=p3_1695109926_jSIY7w0DAspzxweT&previous_page_section_name=1000&federated_search_id=10b772dd-2707-4b10-8b99||||07 84 17 97 77||fk.juhel@gmail.com;;;"Cartes bancaires;Espèces";47.36965,-1.50899;Loire-Atlantique
CHAMBRES D'HÔTES CHÂTEAU DE LA GRAND COUR;Chambres d'hôtes;Châteaux et demeures de prestige;;;14 Rue de Curette;;44119;GRANDCHAMP-DES-FONTAINES;;44066;47.3650204;-1.60703;;06 50 37 82 29;;;;http://www.chateaugrandcour.com;https://youtu.be/D5mDjvaOKG4;Instagram||https://www.instagram.com/chateau.grandcour/;"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/D5mDjvaOKG4"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;non;;;non;;Parc/jardin,WiFi;"Entrée indépendante;Parking;Sanitaires privés";Equipement bébé;;;Non classé;2;;1;4;;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit),Tables d'hôtes;Anglais;oui;||||||||17:00||11:00||||||17:00||11:00||||||17:00||11:00||||||17:00||11:00||||||17:00||11:00||||||17:00||11:00||||||17:00||11:00||||;;;;;;"Cartes bancaires;Espèces";47.3650204,-1.60703;Loire-Atlantique
Les Suites Angevines - Suite Terrasse;Meublés;Appartement;;;14 Rue Hanneloup;;49100;ANGERS;;49007;47.46844;-0.54817;;07 83 41 88 06;;;;https://www.les-suites-angevines.com/;;Facebook||https://www.facebook.com/LesSuitesAngevines/,Google+||https://maps.google.com/?cid=4675109107725352535;;;;;;non;;Local Vélo,WiFi;Terrasse / Balcon;Micro ondes,Lave linge,Lave vaisselle;;;3 étoiles;1;;;4;57;;;;01/01/2023||31/12/2023||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.46844,-0.54817;Maine-et-Loire
Le Gite d'Hestia;Meublés;;;;142 rue de Rillé;;49260;VAUDELNAY;;49364;47.138946;-0.204399;;;06 14 30 10 70;;;;;;;;non;;;non;;WiFi;"Parking;Toilettes séparées";Cheminée,Equipement bébé,Micro ondes,Lave vaisselle;Gîtes de France;3 épis (Gîtes de France);Non classé;1;;;3;62;Fourniture de draps (gratuit),Fourniture de linge (gratuit),Option nettoyage;Français;;01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;oui;||https://www.gites-de-france.com/fr/pays-de-la-loire/maine-et-loire/le-gite-dhestia-h49g023969||||||;;Semaine (meublé)||||||Réservation à la semaine exclusivement en haute saison.,Forfait ménage||||||Forfait pour tout séjour.;"Chèques bancaires et postaux;Espèces;Virement";47.138946,-0.204399;Maine-et-Loire
Appartement  4 personnes - Mme Richard;Meublés;Appartement;;;24, place Dinan;;44490;LE CROISIC;;44049;47.29288;-2.510964;;06 33 87 45 94;02 40 97 81 00;;;;;;;;oui;;;;;;"Jardin indépendant;Local vélo;Parking;Terrain clos;Terrasse / Balcon";Micro ondes,Lave linge;;;2 étoiles;1;;;3;36;;;;;;;;;Semaine (meublé)||350,00||455,00||;;47.29288,-2.510964;Loire-Atlantique
Gite Au bord  de la Loire - Riverside Cottage;Meublés;;;;Rue des Bigotteries;;49350;SAINT-CLEMENT-DES-LEVEES;;49272;47.33017;-0.185714;;;06 07 51 26 41;;;;;;;;;;;;;;;;;;3 étoiles;2;;;4;;;Français;;;;;;;;;47.33017,-0.185714;Maine-et-Loire
Kerdemer;Meublés;Maison;;;15 Allée des Vosges;;44250;SAINT-BREVIN-LES-PINS;;44154;47.231918;-2.167905;;;02 51 72 95 65;;;https://www.gites-de-france-loire-atlantique.com/fr/location/locations-gites-saint-brevin-les-pins-kerdemer-h44g019355;;;;;non;;;non;;WiFi;"Jardin indépendant;Terrain clos;Terrasse / Balcon";Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle;;;;3;;;6;120;Location de draps,Location de linge;;;;;oui;Gîtes de France||https://www.gites-de-france-loire-atlantique.com/fr/location/locations-gites-saint-brevin-les-pins-kerdemer-h44g019355||||02 51 72 95 65||info@gites-de-france-44.fr;;Nuitée (meublé)||60,00||170,00||,Semaine (meublé)||415,00||1195,00||;"Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement";47.231918,-2.167905;Loire-Atlantique
