nomoffre,type,typehabitation,adresse1,adresse1suite,adresse2,adresse3,codepostal,commune,cedex,codeinseecommune,latitude,longitude,acces,commmob,commtel,commfax,commmail,commweb,videosurl,plateformeurl,spvideosembed,tripadwidget,animauxacceptes,animauxinfo,labeltourismehandicap,spaccessibilite,spaccueilveloitineraire,equipements,confortimmobilier,confortmobilier,labels,labelsclassement,categorie,capacitenbchambres,capacitenbchambresmobreduite,capacitenbhebergements,capacitenbpersonnes,capacitesurface,services,languesparleesaccueil,ouverturealannee,ouverturegranule,resadirecte,resaenligneouinon,resaenligne,resaagence,tarifs,modepaiement,localisation,departement
Le Jardin de Retz,Chambres d'hôtes,Maison,0,0,1 chemin des Mousseaux,0,44210.0,PORNIC,0.0,44131,47.11543,-2.10692,0,06 30 07 07 66,0,0,0.0,http://www.lejardinderetz.fr,0,0,0,0,non,0,0,0,0,WiFi,Entrée indépendante;Parking;Terrasse / Balcon,0,B&B,0,0,2.0,0.0,0.0,4.0,0,0,0,0,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,0,0,0.0,"Taxe de séjour / nuit / pers||0,88||0,88||",Chèques bancaires et postaux;Chèques Vacances;Espèces,"47.11543,-2.10692",Loire-Atlantique
Gite La Maison de Margot,Meublés,Maison,0,0,1 rue de la Judée,Saint-Cyr-en-Bourg,49400.0,BELLEVIGNE-LES-CHATEAUX,0.0,49060,47.19558,-0.061523,0,0,02 41 51 60 52,0,0.0,http://www.domaine-fouet.com,0,"||https://www.facebook.com/VinsSaumurChampigny/,||https://goo.gl/maps/Dx4qzz9nJRGyACK37",0,0,non,0,0,non,0,0,Entrée indépendante,"Micro ondes,Lave linge",0,0,Non classé,1.0,0.0,0.0,2.0,45,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",Anglais;Espagnol;Français,0,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,0,0,0.0,||||||A partir de,Chèques bancaires et postaux;Espèces;Virement,"47.19558,-0.061523",Maine-et-Loire
Gite La Thibaudiere,Meublés,0,0,0,1 rue des Vergers,Ambillou-Château,49700.0,TUFFALUN,0.0,49003,47.27,-0.31695,0,0,02 41 59 31 43,0,0.0,https://www.gite-lathibaudiere.fr/,0,0,0,0,non,0,0,non,0,"Parc/jardin,WiFi",Entrée indépendante;Jardin indépendant;Parking;Terrain clos;Toilettes séparées,"Equipement bébé,Lave linge,Lave vaisselle",0,0,3 étoiles,4.0,0.0,0.0,9.0,100,Location de draps,Français,0,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,0,0,0.0,"||||||Réservation de 2 nuits minimum.,||||||Location possible au week-end,||||||par adulte par nuitée",Chèques bancaires et postaux;Espèces;Virement,"47.27,-0.31695",Maine-et-Loire
Gîte Hyrôme,Meublés,0,0,0,1 Rue du Coureau,La Bohalle,49800.0,LOIRE-AUTHION,0.0,49307,47.418789,-0.369678,0,06 79 97 96 46,0,0,0.0,https://labohalloire.com/,0,"Google+||https://maps.google.com/?cid=1507742441932025293,Instagram||https://www.instagram.com/labohalloire/",0,0,0,0,0,non,0,"Local Vélo,Parc/jardin,Piscine,WiFi",Garage;Jardin indépendant;Parking;Terrasse / Balcon;Toilettes séparées,"Micro ondes,Lave linge",Gîtes de France,3 épis (Gîtes de France),0,1.0,0.0,0.0,4.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location de draps,Location de linge",0,0,"01/07/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,0,0,0.0,0,0,"47.418789,-0.369678",Maine-et-Loire
Chambres d'hôtes le Fer à cheval,Chambres d'hôtes,Maison,0,0,1 Rue du Val de Maine,0,49220.0,MONTREUIL-SUR-MAINE,0.0,49217,47.6495,-0.69643,0,06 81 74 09 78,0,0,0.0,0,0,0,0,0,non,0,0,non,0,WiFi,Entrée indépendante;Sanitaires privés,Equipement bébé,0,0,0,2.0,0.0,1.0,6.0,0,0,Français,non,"15/03/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",Monsieur et Madame Bellier-Pottier ||06 81 74 09 78||m-f.pottier@wanadoo.fr,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||65,00||75,00||Chambre Isle Briand (jusqu'à 2 personnes) : 65€ pour 2 pers;Chambre le Pin au Haras (jusqu'à 4 personnes) : 75€ pour 2 pers,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||60,00||70,00||Chambre Isle Briand (jusqu'à 2 personnes) : 60€ pour 1 pers;Chambre le Pin au Haras (jusqu'à 4 personnes) : 70€ pour 1 pers,Taxe de séjour / nuit / pers||0,50||0,50||Taxe appliquée toute l'année",0,"47.6495,-0.69643",Maine-et-Loire
Gite La Joyeuse Cousinade,Meublés,Maison,0,0,1 voie Médiévale,0,49390.0,MOULIHERNE,0.0,49221,47.468059,0.018767,0,0,07 82 17 86 44,0,0.0,https://www.lajoyeusecousinade.com/,0,"||https://www.facebook.com/lajoyeusecousinade,||https://www.instagram.com/lajoyeusecousinade/",0,0,non,0,0,non,0,"Borne de recharge pour véhicules électriques,Local Vélo,Parc/jardin,Piscine,WiFi",Jardin indépendant;Local vélo;Parking;Terrain clos;Toilettes séparées,"Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,Non classé,17.0,0.0,0.0,35.0,420,Option nettoyage,Anglais;Espagnol;Français,0,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,0,0,0.0,"||||||Séminaire 1 nuit en semaine,||||||Pour 7 nuits. Vacances scolaires estivales",Virement,"47.468059,0.018767",Maine-et-Loire
Gite Le Clos des Marronniers,Meublés,0,0,0,10 allée des Marronniers,0,49680.0,NEUILLE,0.0,49224,47.342059,-0.034933,0,0,06 68 60 14 80,0,0.0,0,0,0,0,0,non,0,0,non,0,"Local Vélo,Parc/jardin,Piscine,Piscine couverte,WiFi",Local vélo;Parking,Equipement bébé,0,0,3 étoiles,3.0,0.0,0.0,6.0,100,"Location de draps,Option nettoyage",Français,oui,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,0,0,0.0,0,Chèques bancaires et postaux;Espèces;Virement,"47.342059,-0.034933",Maine-et-Loire
CHAMBRE D'HÔTES LA BRIDANIÈRE,Chambres d'hôtes,Maison,0,0,10 chemin des planches,Beaufort en Vallée,49250.0,BEAUFORT-EN-ANJOU,0.0,49021,47.4554611,-0.2261834,0,06 76 27 25 16,0,0,0.0,http://www.labridanierechambresdhotes.com/,https://youtu.be/uBG1EvoB4P4,0,"<iframe width=""900"" height=""506"" src=""https://www.youtube.com/embed/uBG1EvoB4P4?list=PLla1LKX3QasyoL0gvJRzPupZ9Jp3xOe8w"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>",0,oui,0,0,non,0,WiFi,0,Equipement bébé,0,0,0,3.0,0.0,1.0,8.0,0,0,Français,non,"01/01/2024||31/12/2024||||fermé du 14 au 27/10 et du 24 au 31/12||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||22/12/2025||||fermé du 22/122025 au 04/01/2026||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||75,00||||personne supplémentaire : 25€",0,"47.4554611,-0.2261834",Maine-et-Loire
Chambre aux cerfs-volants 1,Chambres d'hôtes,Maison,0,0,10 Le Grand Belland,0,44850.0,MOUZEIL,0.0,44107,47.422277,-1.326503,0,06 31 82 73 16,0,0,0.0,https://www.airbnb.fr/rooms/37909127?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1020508668&search_mode=regular_search&check_in=2024-08-24&check_out=2024-08-25&source_impression_id=p3,0,0,0,0,non,0,0,non,0,"Parc/jardin,WiFi",Jardin indépendant;Local vélo;Parking;Sanitaires privés;Toilettes séparées,0,0,0,0,1.0,0.0,1.0,2.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",Anglais,oui,0,Yannick Le Déroff||06 31 82 73 16||,oui,Airbnb||https://www.airbnb.fr/rooms/37909127?category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1020508668&search_mode=regular_search&check_in=2024-08-24&check_out=2024-08-25&source_impression_id=p3||||||,0.0,Nuitée (meublé)||||||Tarif pour 2 personnes. Possibilité de prendre un petit déjeuner en option.,Espèces,"47.422277,-1.326503",Loire-Atlantique
L'ÉVASION LOFT,Chambres d'hôtes,Maison,0,0,10 Rue des Pierres Giraud,0,44260.0,PRINQUIAU,0.0,44137,47.3691244,-2.0234844,0,06 33 13 49 83,0,0,0.0,https://levasion-loft.fr/,0,0,0,0,0,0,0,non,0,"Espace bien-être,WiFi",Entrée indépendante;Parking;Sanitaires privés,0,0,0,Non classé,3.0,0.0,0.0,8.0,0,0,Français,0,0,||06 33 13 49 83||contact@levasion-loft.fr,0,0,0.0,0,0,"47.3691244,-2.0234844",Loire-Atlantique
GITE DE PEPE,Meublés,Maison,0,0,10 Rue du Bois Janvier,0,53110.0,LASSAY-LES-CHATEAUX,0.0,53127,48.44037,-0.4991,0,0,0,0,0.0,0,0,0,0,0,oui,0,0,non,0,WiFi,Entrée indépendante;Jardin indépendant;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Micro ondes,Lave linge,Lave vaisselle",0,0,Non classé,2.0,0.0,1.0,6.0,70,Fourniture de draps (gratuit),0,oui,0,0,oui,Airbnb||https://fr.airbnb.be/rooms/1224421044191171755||||||,0.0,0,0,"48.44037,-0.4991",Mayenne
LES LOGIS DU FORGERON,Meublés,Maison,0,0,10 Ter Chemin des Ragots,0,49320.0,LES GARENNES SUR LOIRE,0.0,49167,47.3955043,-0.4491323,0,06 11 89 68 56,0,0,0.0,https://www.leslogisduforgeron.com/,0,"Facebook||https://www.facebook.com/Leslogisduforgeron/,||https://www.linkedin.com/company/au-bord-de-la-piscine-au-sud-d-angers/",0,0,non,Sauf les chiens d'assistance avec document,0,non,0,"Parc/jardin,Piscine,WiFi",Entrée indépendante;Parking;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Cheminée,Equipement bébé,Micro ondes,Lave linge,Lave vaisselle",0,0,0,7.0,0.0,4.0,15.0,200,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",Français,oui,"01/01/2024||30/12/2024||||fermé le 31 decembre||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||fermé le 31 decembre||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,oui,Logis||https://www.leslogisduforgeron.com/||||06 11 89 68 56||leslogisduforgeron@gmail.com,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||80,00||140,00||Le Poinçon,; Gîte  avec 1 chambre ,;reservable à la nuitée;Tarif semaine   80€/nuit/personne;Tarif weekend 100€;Supplément 20€/Personne supplémentaire ;1 canapés lit dans le séjour;petit déjeuner à la demande,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||180,00||240,00||La Bigorne, Gîte, 3 chambres, capacité de 6 personnes;(2 nuits minimum);Tarif par nuit semaine 180€/nuit;Tarif weekend 240/nuit ;réservation pour 3 chambres minimum;Tarif  240€/nuit;petit déjeuner à la demande;,Taxe de séjour / nuit / pers||1,96||2,00||Taxe de séjour;2,5% du prix de vente plafonné à 2€/nuit/personne,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||120,00||160,00||L'Enclume, Gîte 2 chambres capacité de 4 personnes ;( 2 nuits minimum) Tarif semaine 120€/nuit ouvert à la réservation pour les 2 chambres;Tarif weekend 160€ /nuit;petit déjeuner à la demande,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||80,00||120,00||L'Estampe,;Gîte 1 chambre, capacité de 2 personnes ;Tarif semaine 80€/nuit  pour 1 personne;Tarif weekend 100€;supplément 20€ pour la deuxième personne;petit déjeuner à la demande",Cartes bancaires;Espèces;Virement,"47.3955043,-0.4491323",Maine-et-Loire
MEUBLÉ DE TOURISME ESPRIT COTTAGE,Meublés,Maison,0,0,107 Place Saint-Martin,0,53640.0,MONTREUIL-POULAY,0.0,53160,48.38253,-0.52413,0,0,09 81 44 81 30,0,0.0,https://www.airbnb.fr/rooms/4401885?_set_bev_on_new_domain=1626094048_ZmRjNGY1ZjUwM2M0&source_impression_id=p3_1626189172_Wjm0jT9pfe%2FXeR%2Bk,0,0,0,0,0,0,0,non,0,"Climatisation,Parc/jardin,WiFi",Entrée indépendante;Jardin indépendant;Parking;Sanitaires privés;Toilettes séparées,"Cheminée,Micro ondes,Lave linge",0,0,Non classé,1.0,0.0,1.0,4.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",0,non,0,0,0,0,0.0,0,0,"48.38253,-0.52413",Mayenne
Les 4 Vents,Chambres d'hôtes,0,0,0,11 Avenue Hector Berlioz,0,44500.0,LA BAULE-ESCOUBLAC,0.0,44055,47.278908,-2.369166,0,+33686433990,0,0,0.0,0,0,0,0,0,non,0,0,non,0,WiFi,Terrain clos;Terrasse / Balcon,0,0,0,0,2.0,0.0,0.0,4.0,58,0,0,0,0,||+33686433990||,oui,Gîtes de France||https://www.gites-de-france-loire-atlantique.com/fr/location/chambres-hotes-la-baule-les-4-vents-h44h015700||||02 51 72 95 65||info@gites-de-france-44.fr,0.0,"1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||170,00||170,00||,1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||180,00||180,00||",Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement,"47.278908,-2.369166",Loire-Atlantique
GÎTE LES HORTENSIAS - 2,Meublés,Appartement,0,0,11 Rue de Couterne,0,53110.0,LASSAY-LES-CHATEAUX,0.0,53127,48.44044,-0.49168,0,06 29 87 32 50,0,0,0.0,0,0,0,0,0,0,0,0,non,0,WiFi,Entrée indépendante;Jardin indépendant,Micro ondes,0,0,Non classé,2.0,0.0,1.0,7.0,60,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",0,oui,0,0,oui,Airbnb||https://www.airbnb.fr/rooms/54177228?source_impression_id=p3_1648559304_nxlIZ8HFuXDMYoMo||||||,0.0,0,0,"48.44044,-0.49168",Mayenne
Gîte le relais de l'Hermitage,Meublés,Maison,0,0,11 rue de l'Hermitage,Le Louroux-Béconnais,49370.0,VAL D'ERDRE-AUXENCE,0.0,49183,47.5212081,-0.8789933,0,0,0,0,0.0,0,0,Facebook||https://www.facebook.com/Logis-de-lHermitage-1968009540091192/,0,0,oui,Un complément peut être demandé pour les animaux,0,non,0,"Parc/jardin,Plan d'eau,WiFi",Entrée indépendante;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle",0,0,3 étoiles,1.0,0.0,1.0,2.0,40,"Fourniture de draps (gratuit),Location de linge,Location/prêt de vélo,Option nettoyage",Anglais;Français,oui,"21/12/2023||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",Madame et Monsieur Brigitte et Guy Ferron||06 73 44 59 61||brigitte.ferron@gmail.com,oui,Airbnb||https://www.airbnb.fr/rooms/11914210?source_impression_id=p3_1592656331_g57R9Gre73SzW7Qf&guests=1&adults=1||||06 73 44 59 61||brigitte.ferron@gmail.com,0.0,"Semaine (meublé)||210,00||250,00||,Week-end (meublé)||110,00||110,00||,Mid-week (meublés)||120,00||150,00||,Taxe de séjour / nuit / pers||0,70||0,70||Taxe de séjour appliquée du 1er janvier au 31 décembre",Cartes bancaires;Chèques bancaires et postaux;Espèces;Virement,"47.5212081,-0.8789933",Maine-et-Loire
Gîte Au bord de loire,Meublés,0,0,0,11 Rue du Champ de Foire,0,49123.0,INGRANDES-LE FRESNE SUR LOIRE,0.0,49160,47.40468,-0.92122,0,06 85 84 74 09,0,0,0.0,0,0,0,0,0,0,0,0,non,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,||06 85 84 74 09||fpivert@orange.fr,0,0,0.0,1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||||||minimum 4 nuits,0,"47.40468,-0.92122",Maine-et-Loire
Gite du Pré Prétreau,Meublés,Maison,0,0,11 rue Pré du Camp,Doué-la-Fontaine,49700.0,DOUE-EN-ANJOU,0.0,49125,47.19137,-0.27403,0,0,02 44 27 10 51,0,0.0,0,0,0,0,0,non,0,0,non,0,"Local Vélo,Parc/jardin",Entrée indépendante;Jardin indépendant;Local vélo;Terrain clos;Toilettes séparées,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle",Gîtes de France,3 épis (Gîtes de France),3 étoiles,1.0,0.0,0.0,2.0,54,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit)",Français,0,"01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,oui,||https://www.gites-de-france.com/fr/pays-de-la-loire/maine-et-loire/pre-pretreau-h49g014965||||||,0.0,||||||Par adulte par nuit.,Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances,"47.19137,-0.27403",Maine-et-Loire
Chambre d'hôtes Le Patio Angevin,Chambres d'hôtes,Maison,0,0,11 rue Saint Lazare,0,49100.0,ANGERS,0.0,49007,47.47942,-0.56558,0,06 31 45 88 57,0,0,0.0,http://www.lepatioangevin.fr,0,0,0,0,oui,0,0,non,0,WiFi,Entrée indépendante,0,Chambre d'hôtes référence,0,0,1.0,0.0,0.0,3.0,0,0,Anglais;Espagnol;Français,0,"21/01/2024||15/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,20/01/2025||14/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||",0,0,0,0.0,"1 chbre 1 nuit 1 prs ptit dej (chambres d'hôtes)||84,00||89,00||,||89,00||104,00||",Chèques bancaires et postaux;Espèces,"47.47942,-0.56558",Maine-et-Loire
GITE CHEZ MARIE-JO,Meublés,0,0,0,11 Villauger,0,44590.0,SION-LES-MINES,0.0,44197,47.75773,-1.61735,0,06 07 67 62 30,02 40 43 61 08,0,0.0,https://www.chezmariejo.net/,0,0,0,0,0,0,0,non,0,WiFi,0,Lave linge,0,0,0,2.0,0.0,1.0,4.0,0,Location/prêt de vélo,0,0,0,0,0,0,0.0,"Nuitée (meublé)||100,00||||,Semaine (meublé)||700,00||||(-10% à partir de 7 nuits)",0,"47.75773,-1.61735",Loire-Atlantique
Gites La Ferme du Bellay – Gite Côté Jardin,Meublés,Maison,0,0,113 route de Coulon,0,49260.0,MONTREUIL-BELLAY,0.0,49215,47.110322,-0.144466,0,0,02 41 52 46 45,0,0.0,https://www.lafermedubellay.fr/,0,"||https://www.facebook.com/gitesrurauxlafermedubellay/,||https://maps.google.com/?cid=17344770428263547233,||https://www.instagram.com/giteslafermedubellay/",0,0,non,0,0,non,0,"Local Vélo,Parc/jardin,WiFi",Entrée indépendante;Jardin indépendant;Local vélo;Parking;Plain Pied;Terrain clos,"Equipement bébé,Micro ondes,Lave linge,Lave vaisselle",0,0,3 étoiles,1.0,0.0,0.0,2.0,35,"Location de draps,Location de linge,Location/prêt de vélo,Option nettoyage,Nettoyage (gratuit)",Anglais;Français,oui,01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,"||320,00||370,00||Sont inclus dans le tarif : eau, wifi, électricité dont chauffage.,||1,36||1,36||Taxe de séjour en plus par adulte et par nuitée,||34,00||34,00||",Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement,"47.110322,-0.144466",Maine-et-Loire
MEUBLÉ L’ATYPIQUE,Meublés,Maison,0,0,12 Rue Jules Ferry,0,53100.0,MAYENNE,0.0,53147,48.30211,-0.62122,0,06 14 09 52 98,0,0,0.0,0,0,0,0,0,oui,0,0,non,0,WiFi,Sanitaires privés;Toilettes séparées,"Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,Non classé,1.0,0.0,1.0,4.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",0,oui,0,0,oui,Airbnb||https://www.airbnb.fr/rooms/963101631950678232||||||,0.0,0,0,"48.30211,-0.62122",Mayenne
Les Gites de Doué-la-Fontaine - L'Imprévu et Le Riez,Village locatif,0,0,0,1285 route de Montreuil,Doué-la-Fontaine,49700.0,DOUE-EN-ANJOU,0.0,49125,47.188073,-0.260431,0,0,06 17 81 63 58,0,0.0,https://gites-douelafontaine.fr/,0,0,0,0,non,0,0,non,0,"Parc/jardin,Piscine,Piscine couverte",Parking;Terrain clos;Toilettes séparées,"Equipement bébé,Micro ondes,Lave linge",Gîtes de France,3 épis (Gîtes de France),3 étoiles,6.0,0.0,0.0,12.0,0,"Location de draps,Location de linge",Anglais;Français,0,01/01/2024||31/12/2024||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,oui,||https://gites-douelafontaine.fr/reservations-disponibilites/||||||,0.0,0,Chèques bancaires et postaux;Chèques Vacances;Espèces;Virement,"47.188073,-0.260431",Maine-et-Loire
Gîte La Bergerie,Meublés,Maison,0,0,13 Rue de la Suze,0,72330.0,CERANS-FOULLETOURTE,0.0,72051,47.825832,0.07102,0,0,02 43 23 84 61,0,0.0,https://www.gites-de-france-sarthe.com/fr/location/locations-gites-cerans-foulletourte-le-gite-de-la-bergerie-h72g020131,0,0,0,0,non,0,0,non,0,"Climatisation,WiFi",Parking,"Equipement bébé,Micro ondes,Lave vaisselle",Gîtes de France,3 épis (Gîtes de France),3 étoiles,1.0,0.0,0.0,2.0,50,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Location/prêt de vélo",Français,0,0,0,oui,Gîtes de France||https://paysdelaloire-mb-prestataire.for-system.com/f119279_fr-.aspx||||||,0.0,"Nuitée (meublé)||43,00||800,00||,Semaine (meublé)||391,00||800,00||",Cartes bancaires;Chèques bancaires et postaux;Chèques Vacances;Virement,"47.825832,0.07102",Sarthe
MAISON D'HÔTES SAINT GILDAS,Chambres d'hôtes,Maison,0,0,13 rue du Général Leclerc,Beaufort en Vallée,49250.0,BEAUFORT-EN-ANJOU,0.0,49021,47.44084,-0.22015,0,06 47 62 13 60,0,0,0.0,0,0,0,0,0,non,0,0,non,0,"Parc/jardin,Piscine couverte,WiFi",Jardin indépendant;Sanitaires privés;Terrain clos;Toilettes séparées,0,Chambre d'hôtes référence,0,0,3.0,0.0,1.0,6.0,0,"Fourniture de draps (gratuit),Tables d'hôtes",Anglais;Français,oui,01/01/2024||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||,0,0,0,0.0,"1 chbre 1 nuit 2 pers ptit dej (chambres d'hôtes)||84,00||90,00||,Table d'hôtes||18,00||||12€ pour les enfants -10 ans (gratuit pour les -3 ans)",Cartes bancaires;Chèques bancaires et postaux;Espèces,"47.44084,-0.22015",Maine-et-Loire
LE NID DE MAZEROLLES,Meublés,Maison,0,0,131 Route du Lavoir,0,44240.0,SUCE-SUR-ERDRE,0.0,44201,47.36965,-1.50899,0,07 84 17 97 77,0,0,0.0,0,0,0,0,0,non,0,0,non,0,"Parc/jardin,Tennis,WiFi",Entrée indépendante;Garage;Jardin indépendant;Local vélo;Parking;Sanitaires privés;Terrain clos;Terrasse / Balcon;Toilettes séparées,"Cheminée,Micro ondes,Lave linge,Lave vaisselle,Sèche linge",0,0,Non classé,5.0,0.0,1.0,13.0,260,"Fourniture de draps (gratuit),Fourniture de linge (gratuit)",Anglais;Français,0,0,0,oui,Airbnb||https://www.airbnb.fr/rooms/867962180471119802?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-20&check_out=2023-09-25&source_impression_id=p3_1695109926_jSIY7w0DAspzxweT&previous_page_section_name=1000&federated_search_id=10b772dd-2707-4b10-8b99||||07 84 17 97 77||fk.juhel@gmail.com,0.0,0,Cartes bancaires;Espèces,"47.36965,-1.50899",Loire-Atlantique
CHAMBRES D'HÔTES CHÂTEAU DE LA GRAND COUR,Chambres d'hôtes,Châteaux et demeures de prestige,0,0,14 Rue de Curette,0,44119.0,GRANDCHAMP-DES-FONTAINES,0.0,44066,47.3650204,-1.60703,0,06 50 37 82 29,0,0,0.0,http://www.chateaugrandcour.com,https://youtu.be/D5mDjvaOKG4,Instagram||https://www.instagram.com/chateau.grandcour/,"<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/D5mDjvaOKG4"" title=""YouTube video player"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>",0,non,0,0,non,0,"Parc/jardin,WiFi",Entrée indépendante;Parking;Sanitaires privés,Equipement bébé,0,0,Non classé,2.0,0.0,1.0,4.0,0,"Fourniture de draps (gratuit),Fourniture de linge (gratuit),Nettoyage (gratuit),Tables d'hôtes",Anglais,oui,||||||||17:00||11:00||||||17:00||11:00||||||17:00||11:00||||||17:00||11:00||||||17:00||11:00||||||17:00||11:00||||||17:00||11:00||||,0,0,0,0.0,0,Cartes bancaires;Espèces,"47.3650204,-1.60703",Loire-Atlantique
